Mixture	Cancer.cells	B.cells	Macrophages.M1	Macrophages.M2	Monocytes	Neutrophils	NK.cells	T.cells.CD4	T.cells.CD8	Tregs	Dendritic.cells	P-value	Correlation	RMSE
IMMU-BC2-0118-FIXT-01	0.17730044596533784	0.00000000000000000	0.09998977074712082	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.67192695682978321	0.05078282645775812	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.05820323799737393	1.04098510746991746
IMMU-BC2-0118-FIXT-02	0.00000000000000000	0.00000000000000000	0.22137083533244334	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.51340960268746139	0.02879986891754474	0.00000000000000000	0.23641969306255056	0.00000000000000000	0.01939090283745121	1.07369996213904950
IMMU-BC2-0132-FIXT-01	0.39625457482880205	0.00267413890091418	0.24344136408341732	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.13876781362421123	0.03869493577069818	0.18016717279195724	0.00000000000000000	0.05349237346990465	1.09646283388162002
IMMU-BC2-0140-FIXT-01	0.14285817890751451	0.03715511198195906	0.00000000000000000	0.05173097656867163	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.28860184729744109	0.25157057883349399	0.16423455326894423	0.06384875314197534	0.00000000000000000	-0.00778684499079779	1.07060972172489177
IMMU-BC2-0140-FIXT-03	0.40984188483583828	0.00000000000000000	0.24010295639185256	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.14396326852766311	0.04932426888224975	0.02058303901772476	0.13618458234467146	0.00000000000000000	0.05658107388428405	1.09160261327233932
IMMU-BC2-0145-FIXT-01	0.20903799230493317	0.00000000000000000	0.06844376717306053	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.60835237018861921	0.00000000000000000	0.00000000000000000	0.11416587033338708	0.00000000000000000	0.06648987453641469	1.03335409116479870
IMMU-BC2-0151-FIXT-01	0.21855306467725230	0.00000000000000000	0.15122344162239004	0.04480614160468882	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.38771337238310177	0.19770397971256715	0.00000000000000000	-0.02225388491203037	1.08974704853887983
IMMU-BC2-0159-FIXT-02	0.26569805890647596	0.06100495327366302	0.11078093428468544	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.31408108300104109	0.10384601990303659	0.00000000000000000	0.14458895063109792	0.00000000000000000	0.02048343538325743	1.05262106717047632
IMMU-BC2-0163-FIXT-01	0.60271108186554823	0.00000000000000000	0.02439854302584865	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.28471654451513417	0.00000000000000000	0.08817383059346889	0.00000000000000000	0.04392128949684562	1.14694492303320184
IMMU-BC2-0166-FIXT-01	0.48698287969864473	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.24006229815903124	0.01524055004490803	0.00000000000000000	0.25771427209741610	0.00000000000000000	0.11958575372722298	1.05631491534855515
IMMU-BC2-0167-FIXT-01	0.65103340865585146	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00578409223572676	0.00000000000000000	0.34318249910842180	0.00000000000000000	0.04765430965398198	1.15645633476222609
IMMU-BC2-0172-FIXT-01	0.58025952919135981	0.00000000000000000	0.06591876566671108	0.01474959861181117	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01352856006573244	0.09062492520724259	0.01273159880852746	0.22218702244861538	0.00000000000000000	0.02444174659954276	1.13491302571503305
IMMU-BC2-0197-FIXT-02	0.19014418387457196	0.08913285379236345	0.12432009732021779	0.03472581930881249	0.00000000000000000	0.01752705574713809	0.01704879387488246	0.00000000000000000	0.00000000000000000	0.52710119608201367	0.00000000000000000	0.00000000000000000	0.11808454922070200	1.04112217880366908
IMMU-BC2-0202-FIXT-01	0.46192732636406203	0.00000000000000000	0.16868123338352803	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.09143515683755080	0.09278752707425349	0.00000000000000000	0.18516875634060573	0.00000000000000000	0.04992248833884863	1.09403231168910464
IMMU-BC2-0210-FIXT-01	0.22221102066581114	0.06966222111639153	0.10247464804353908	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.19037258813731689	0.08315193886681811	0.33212758317012331	0.00000000000000000	0.00031629499277937	1.06744322458602459
IMMU-BC2-0211-FIXT-01	0.30932036466342872	0.00000000000000000	0.11429452935170900	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.35186623154440722	0.19008964460355596	0.00000000000000000	0.03442922983689914	0.00000000000000000	0.03618537130801276	1.06181863341928029
IMMU-BC2-0215-FIXT-01	0.00000000000000000	0.01045175517580499	0.06112261179801792	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.27752169707944468	0.18621074115104783	0.09545856519391206	0.36923462960177261	0.00000000000000000	-0.02641510278759437	1.07587602532802995
IMMU-BC2-0217-FIXT-02	0.00000000000000000	0.00755600570388134	0.27214205381089457	0.00447653807129830	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.14088006755862667	0.16601403449404736	0.26686345927009469	0.14206784109115700	0.00000000000000000	0.02195760357986264	1.09471110620924272
IMMU-BC2-0218-FIXT-01	0.33602778625403679	0.00000000000000000	0.08198305306917529	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.56267423903497726	0.00000000000000000	0.00000000000000000	0.01931492164181055	0.00000000000000000	0.07384404743982312	1.04709682976412211
IMMU-BC2-0218-FIXT-02	0.11822496395723005	0.02535198023263809	0.18725084893817320	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.11548623035132845	0.24496194887769634	0.03666474785173371	0.27205927979120015	0.00000000000000000	-0.00014454729129994	1.07868805751100183
IMMU-BC2-0223-FIXT-01	0.26260145819690361	0.00000000000000000	0.20399683591124057	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.28367041430945200	0.13713478409681618	0.00051609390821297	0.11208041357737472	0.00000000000000000	0.03287132407264175	1.06503764535580858
IMMU-BC2-0223-FIXT-02	0.36246299427418854	0.00000000000000000	0.10199079929073973	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.17483818686389535	0.17807874619484992	0.00000000000000000	0.18262927337632634	0.00000000000000000	0.03418041464075412	1.06872048569261802
IMMU-BC2-0225-FIXT-01	0.23481837032564401	0.00000000000000000	0.26539805948068224	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.09015711631456642	0.16406911884067141	0.04070825680112985	0.20484907823730614	0.00000000000000000	-0.00123005780431079	1.10024381411789096
IMMU-BC2-0228-FIXT-01	0.09135333321396177	0.00000000000000000	0.11065541992168425	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.01740372921514046	0.27026263854883426	0.29297839017502886	0.21734648892535041	0.00000000000000000	-0.04419967361493196	1.09193575164041246
IMMU-BC2-0229-FIXT-01	0.43433991525815474	0.00086833956678114	0.04730794012812731	0.00452803891251514	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.23728104005577363	0.24190443279702539	0.00000000000000000	0.03377029328162257	0.00000000000000000	0.07085918166159907	1.07542888607324993
IMMU-BC2-0232-FIXT-01	0.22899482852204275	0.01299543203053670	0.20773462130522710	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.13547941452185985	0.10357997534861665	0.10964993674880910	0.20156579152290782	0.00000000000000000	0.00784081380711012	1.07362438558432149
IMMU-BC2-0245-FIXT-01	0.35430814398863436	0.00000000000000000	0.08136241382564206	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.13709082205993250	0.10278572520430519	0.00000000000000000	0.32445289492148588	0.00000000000000000	0.03439522774480740	1.06740491775000823
IMMU-BC2-0252-FIXT-01	0.20149838502428144	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.21486321441494155	0.06800821182281920	0.00000000000000000	0.51563018873795774	0.00000000000000000	-0.03176170930742324	1.08085896895316247
IMMU-BC2-0254-FIXT-01	0.62682354847811161	0.00000000000000000	0.00241248561667136	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.30135004430669554	0.04411952024927906	0.00000000000000000	0.02529440134924237	0.00000000000000000	0.07075568170199986	1.12871125808163297
IMMU-BC2-0260-FIXT-01	0.13341659820389443	0.02355992356671620	0.01521261648626714	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.46138459390208275	0.19127332615535381	0.05391151571510230	0.12124142597058341	0.00000000000000000	0.08741811749133617	1.03070842234612292
IMMU-BC2-0261-FIXT-01	0.19785431836361078	0.00000000000000000	0.27115835660944576	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.23754494104503374	0.17963707864505135	0.11380530533685836	0.00000000000000000	-0.00871170238355009	1.10696209509060717
IMMU-BC2-0265-FIXT-01	0.14498838981578840	0.00000000000000000	0.04254461168394336	0.13650907549938757	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.30203474844654127	0.26054505070050465	0.00000000000000000	0.11337812385383475	0.00000000000000000	0.04007115450064120	1.04920135763059830
